file_id,member_name,member_size,registration_keyword,timing_keyword,command_keyword,target_keyword
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0133.csv,144619026,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0134.csv,128477538,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0135.csv,139342856,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0136.csv,155084244,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0137.csv,140846721,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0138.csv,129197956,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0139.csv,142129657,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0140.csv,153855316,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0141.csv,143011883,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0142.csv,127110047,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0143.csv,142915850,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0144.csv,156537189,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0145.csv,141503485,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0146.csv,128819909,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0147.csv,147459324,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0148.csv,150140615,false,false,true,false
