file_id,file_name,member_name,member_size,extension,roles,coordinate_transform,trigger_timing,source_command_path,target_observation,split_key
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0061.csv,149049674,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0062.csv,149397629,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0063.csv,138263212,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0064.csv,129676138,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0065.csv,151338441,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0066.csv,151512071,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0067.csv,137017469,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0068.csv,130902620,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0069.csv,152632282,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0070.csv,150685037,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0071.csv,135822589,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0072.csv,132099509,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0073.csv,154566059,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0074.csv,148887075,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0075.csv,132568209,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0076.csv,134115105,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0077.csv,158731237,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0078.csv,147361833,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0079.csv,135578126,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0080.csv,131644291,.csv,source_command_path;split_key,false,false,true,false,true
