target,profile,method,split,n_rows,rmse,mae,r2,nrmse_train_std
Energy-Percent-Positive-Ejecta-%,trigger_numeric,knn,train,227,20.188593067,15.416791665,0.430874044,0.754404372
Energy-Percent-Positive-Ejecta-%,trigger_numeric,knn,val,84,30.983467202,25.340216223,-0.231856986,1.157785639
Energy-Percent-Positive-Ejecta-%,trigger_numeric,knn,test,53,24.868469199,20.946329799,-1.018997498,0.929281294
Energy-Percent-Positive-Ejecta-%,trigger_numeric,extra_trees,train,227,8.780137028,2.751488545,0.892353758,0.328094867
Energy-Percent-Positive-Ejecta-%,trigger_numeric,extra_trees,val,84,33.330446309,26.478076941,-0.425550207,1.245487208
Energy-Percent-Positive-Ejecta-%,trigger_numeric,extra_trees,test,53,16.992700011,14.348053530,0.057323987,0.634980711
Energy-Percent-Positive-Ejecta-%,trigger_numeric,hist_gradient_boosting,train,227,13.413942035,8.458731666,0.748748227,0.501250210
Energy-Percent-Positive-Ejecta-%,trigger_numeric,hist_gradient_boosting,val,84,30.887004772,26.455969155,-0.224198518,1.154181045
Energy-Percent-Positive-Ejecta-%,trigger_numeric,hist_gradient_boosting,test,53,22.519872615,18.852102659,-0.655653817,0.841519283
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,knn,train,227,20.071679947,15.159785922,0.437446629,0.750035580
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,knn,val,84,24.687536899,21.020697274,0.217911710,0.922520242
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,knn,test,53,19.325998102,16.998872340,-0.219330790,0.722171050
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,extra_trees,train,227,0.000000000,0.000000000,1.000000000,0.000000000
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,extra_trees,val,84,29.268402008,24.375054137,-0.099254576,1.093697335
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,extra_trees,test,53,24.073856889,18.889146202,-0.892034383,0.899588338
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,hist_gradient_boosting,train,227,10.084749508,6.543479792,0.857987519,0.376845434
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,hist_gradient_boosting,val,84,25.707723771,21.969672008,0.151938186,0.960642435
Energy-Percent-Positive-Ejecta-%,cell_trigger_safe,hist_gradient_boosting,test,53,24.080694789,18.365775232,-0.893109357,0.899843856
