phase117_row_id,Cell-Description,Test-ID,Test-Series,Cell-Format,Trigger-Mechanism,Pressure-Assisted-Seal-Configuration-Positive,Pressure-Assisted-Seal-Configuration-Negative,S-FTRC-Generation,Cell-Capacity-Ah,Cell-Nominal-Voltage-V,Cell-Energy-Wh,Pre-Test-Cell-Open-Circuit-Voltage-V,Pre-Test-Cell-Mass-g,Heater-Power-W,Heater-Time-On-s,Energy-Applied-to-Trigger-kJ,Avg-Cell-Temp-At-Trigger-degC,Corrected-Total-Energy-Yield-kJ,Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,Baseline-Total-Energy-Yield-kJ,Energy-Percent-Positive-Ejecta-%,Energy-Percent-Negative-Ejecta-%,Post-Test-Mass-Unrecovered-g
BFDB-0162,LG 21700-M50 (BV),DLS19_Feb_Run089,DLS19_Feb,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.1,5.013774105,3.630000000,18.200000000,,68.400000000,1.545018385,116.636800000,0.001401787,221.670940000,79.674196747,76.964753378,72.788784306,29.892206988,42.550525044,17.500000000
BFDB-0163,LG 21700-M50 (BV),DLS19_Feb_Run090,DLS19_Feb,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.1,5.013774105,3.630000000,18.200000000,4.171000000,68.421900000,972.407796179,107.257700000,104.379909662,202.178370000,76.429812380,74.286536554,68.959040315,42.434598147,28.919467471,13.221900000
BFDB-0164,LG 21700-M50 (BV),DLS19_Feb_Run091,DLS19_Feb,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V9.1,5.013774105,3.630000000,18.200000000,4.172000000,68.231500000,972.774394749,113.936500000,110.925279644,214.455775000,85.390271412,81.742197866,76.957362230,5.465739458,84.285653885,19.891500000
BFDB-0165,LG 21700-M50 (BV),ESRF18_Oct_Run063,ESRF18_Oct,21700,Nail,21700-Brass,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.164000000,68.371400000,,,,,96.891089276,94.674190812,92.576496510,2.860872355,75.837025348,13.301400000
BFDB-0166,LG 21700-M50 (BV),ESRF18_Oct_Run065,ESRF18_Oct,21700,Nail,21700-Brass,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.174000000,68.168400000,,,,,107.596096997,103.675349436,98.486436017,35.876644335,37.761930442,22.808400000
BFDB-0167,LG 21700-M50 (BV),ESRF18_Oct_Run067,ESRF18_Oct,21700,Nail,21700-Brass,21700-Brass,V9.0,5.013774105,3.630000000,18.200000000,4.170000000,68.483400000,,,,,101.948996573,99.945171039,95.368901196,35.370534314,40.384264249,12.923400000
BFDB-0168,LG 21700-M50 (BV),DLS19_Feb_Run045,DLS19_Feb,21700,Nail,21700-Brass,21700-Brass,V9.1,5.013774105,3.630000000,18.200000000,4.174000000,68.484400000,,,,,91.189426058,88.956696063,85.508342906,6.892631200,63.466147305,16.384400000
BFDB-0169,LG 21700-M50 (BV),DLS19_Feb_Run047,DLS19_Feb,21700,Nail,21700-Brass,21700-Brass,V9.1,5.013774105,3.630000000,18.200000000,4.189000000,68.418900000,,,,,93.707530504,88.744754164,86.154268627,0.520057820,79.554700756,16.218900000
BFDB-0170,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN194,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,4.179700000,68.460000000,0.000000000,0.000000000,0.000000000,23.931880000,106.454123159,103.716017608,101.338706152,63.894019893,5.035217325,20.560000000
BFDB-0171,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN195,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,4.176800000,68.360000000,0.000000000,0.000000000,0.000000000,29.300635000,109.369716831,102.803454300,100.261328238,68.277868988,1.345430052,22.180000000
BFDB-0172,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN196,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,4.175700000,68.520000000,0.000000000,0.000000000,0.000000000,29.217020000,110.490191281,103.984778889,101.446895704,75.175130526,0.351311481,20.230000000
BFDB-0173,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN197,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,4.176000000,68.050000000,0.000000000,0.000000000,0.000000000,29.110620000,110.833034305,106.543905318,104.613007564,80.595196380,0.010536634,13.780000000
BFDB-0174,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN198,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,4.172700000,68.230000000,0.000000000,0.000000000,0.000000000,29.151325000,109.462838444,105.699488604,103.656124874,76.885223883,0.514373876,12.130000000
BFDB-0175,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN199,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.827700000,68.410000000,0.000000000,0.000000000,0.000000000,20.347090000,86.919805008,84.358820863,81.431486943,71.843367620,0.219555474,12.260000000
BFDB-0176,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN200,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.824900000,68.400000000,0.000000000,0.000000000,0.000000000,24.691545000,81.425462062,79.071435120,75.418812774,66.532760824,0.055543385,12.170000000
BFDB-0177,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN201,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.819900000,68.260000000,0.000000000,0.000000000,0.000000000,26.476470000,81.418976275,78.852582743,76.094871644,64.524758211,0.218780293,12.110000000
BFDB-0178,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN202,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.825700000,68.440000000,0.000000000,0.000000000,0.000000000,27.050485000,77.052117330,75.193924400,71.098997431,47.891726567,1.026317735,11.870000000
BFDB-0179,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN203,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.443000000,68.360000000,0.000000000,0.000000000,0.000000000,20.120670000,11.275234592,11.276321330,10.934291542,0.000000000,0.000000000,-0.450000000
BFDB-0180,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN204,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.449000000,68.360000000,0.000000000,0.000000000,0.000000000,19.492840000,12.104693385,12.104336861,11.068679223,1.736457572,1.174289563,0.210000000
BFDB-0181,LG 21700-M50 (BV),SPR2021_ESTA_8B100-01_SOC_RUN205,SPR2021_ESTA_8B100-01_SOC,21700,Nail,21700-Brass,21700-Brass,V10.0,5.013774105,3.630000000,18.200000000,3.447000000,68.370000000,0.000000000,0.000000000,0.000000000,21.748050000,12.268576747,12.268215966,10.876205612,1.062225110,3.731666071,0.170000000
BFDB-0182,MOLiCEL 18650-J,DLS18_Feb_Run017,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,906.414448221,346.833600044,91.153375126,279.253675000,33.566827075,32.816457624,31.454423683,51.992573494,2.387642642,10.200000000
BFDB-0183,MOLiCEL 18650-J,DLS18_Feb_Run023,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,907.139731331,103.825300217,94.221563347,293.535100000,35.652559363,33.583533108,33.491205809,39.568821264,1.708295436,7.900000000
BFDB-0184,MOLiCEL 18650-J,DLS18_Feb_Run024,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,906.312093665,95.280799866,86.392756542,271.626205000,38.764871279,37.565795342,34.486534499,50.228223988,1.444404659,8.800000000
BFDB-0185,MOLiCEL 18650-J,DLS18_Feb_Run025,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,907.945917755,112.200099945,101.841081596,329.574170000,36.296488241,35.383141690,30.301216010,55.322630217,1.966183151,9.200000000
BFDB-0186,MOLiCEL 18650-M35A,ESTA20_DEC_NVY_RUN001,ESTA20_DEC_NVY,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.164000000,45.689000000,905.544955358,107.396300000,93.760676862,223.511345000,66.843512811,64.274212135,63.074854777,90.454369239,1.636293074,12.489000000
BFDB-0187,MOLiCEL 18650-M35A,ESTA20_DEC_NVY_RUN002,ESTA20_DEC_NVY,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.160000000,45.145000000,905.915339718,110.378500000,99.919788653,252.824970000,66.121076738,60.667955706,59.327787468,92.773196078,1.140988292,19.545000000
BFDB-0188,MOLiCEL 18650-M35A,ESTA20_DEC_NVY_RUN003,ESTA20_DEC_NVY,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.158000000,45.294000000,906.527109385,104.615000000,94.761428498,234.107450000,64.766423892,63.941411508,62.914639086,91.460312657,1.254730387,6.594000000
BFDB-0189,MOLiCEL 18650-M35A,ESTA20_DEC_NVY_RUN004,ESTA20_DEC_NVY,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.160000000,45.141000000,907.042661827,110.939700000,100.550877888,259.227710000,68.145276421,63.229755666,62.183462591,91.136582015,1.642332108,16.741000000
BFDB-0190,MOLiCEL 18650-M35A,ESTA20_DEC_NVY_RUN005,ESTA20_DEC_NVY,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.159000000,45.288000000,907.546015573,113.837400000,103.238232733,239.390410000,70.688676364,66.399541045,64.516589679,89.602829996,1.915203329,13.988000000
BFDB-0191,MOLiCEL 18650-M35A,ESTA20_DEC_NVY_RUN006,ESTA20_DEC_NVY,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.156000000,45.130000000,907.194742103,110.454100000,100.128487717,262.173210000,60.026835467,58.590242651,57.300735957,66.320085076,22.703411357,11.930000000
BFDB-0192,MOLiCEL 18650-M35A,SPR2021_ESTA_8B100-01_SOC_RUN094,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.156400000,45.260000000,948.203777711,99.868900000,94.546658818,232.068450000,71.103695751,68.200137787,66.905263930,90.673452933,1.295015239,13.890000000
BFDB-0193,MOLiCEL 18650-M35A,SPR2021_ESTA_8B100-01_SOC_RUN095,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.156900000,45.080000000,966.233661594,95.725300000,92.337435764,256.640900000,64.051412832,63.094422663,61.696623959,36.171784130,23.924611487,12.120000000
BFDB-0194,MOLiCEL 18650-M35A,SPR2021_ESTA_8B100-01_SOC_RUN097,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.154000000,45.020000000,965.877037163,111.177000000,107.300105063,239.991560000,70.073060117,67.075330405,65.402574070,91.490403953,1.943867637,13.750000000
BFDB-0195,MOLiCEL 18650-M35A,SPR2021_ESTA_8B100-01_SOC_RUN098,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.500000000,3.600000000,12.600000000,4.153500000,45.140000000,964.467307684,102.912000000,99.163330735,226.010440000,66.548195030,65.530473773,62.910545151,29.785096042,43.422723893,12.550000000
BFDB-0196,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN021,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.191000000,44.510000000,0.000000000,0.000000000,0.000000000,19.136350000,67.774625305,66.092012785,64.953296052,62.678871026,0.242548639,9.550000000
BFDB-0197,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN022,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.190000000,44.220000000,0.000000000,0.000000000,0.000000000,17.182080000,67.319404265,65.498778582,64.395481528,63.961092515,0.029825453,8.770000000
BFDB-0198,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN023,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.191000000,44.380000000,0.000000000,0.000000000,0.000000000,20.090285000,68.604590689,66.732741828,65.478893509,70.608257682,0.045123963,10.200000000
BFDB-0199,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN024,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.191000000,44.450000000,0.000000000,0.000000000,0.000000000,19.708540000,69.162825005,66.929507791,65.569211690,65.614270203,0.066315751,10.500000000
BFDB-0200,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN025,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.191000000,44.480000000,0.000000000,0.000000000,0.000000000,20.718545000,69.510323459,67.593929411,66.458846897,69.698006884,0.192336145,9.890000000
BFDB-0201,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN026,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.190000000,44.420000000,0.000000000,0.000000000,0.000000000,21.599670000,70.760490913,68.020729772,66.603567542,67.770622776,0.069111524,10.150000000
BFDB-0202,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN027,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.191000000,44.240000000,0.000000000,0.000000000,0.000000000,22.782060000,69.761560294,67.901658796,66.563400020,70.478081953,0.045535090,9.660000000
BFDB-0203,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN028,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.191000000,44.680000000,0.000000000,0.000000000,0.000000000,20.654675000,69.854815561,67.530339598,66.241179345,69.356696814,0.070216312,10.060000000
BFDB-0204,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN029,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.190000000,44.710000000,0.000000000,0.000000000,0.000000000,22.294300000,68.007572293,66.387662410,64.956817244,63.828219593,0.161392468,9.550000000
BFDB-0205,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN030,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,4.184000000,44.200000000,0.000000000,0.000000000,0.000000000,22.908715000,66.047221228,63.779120663,63.052157940,66.987685983,0.068398377,10.730000000
BFDB-0206,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN031,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.729000000,44.160000000,0.000000000,0.000000000,0.000000000,23.418030000,44.730193456,44.110275589,42.129865859,58.685958510,0.034922898,7.280000000
BFDB-0207,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN032,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.730000000,44.200000000,0.000000000,0.000000000,0.000000000,23.885515000,44.899824625,43.446078083,42.291835915,75.724560658,0.026117788,8.250000000
BFDB-0208,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN033,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.724000000,43.980000000,0.000000000,0.000000000,0.000000000,22.860430000,41.233701814,40.706089077,39.288506508,50.996230026,0.015610439,6.890000000
BFDB-0209,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN034,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.731000000,44.170000000,0.000000000,0.000000000,0.000000000,23.552855000,41.549242570,40.857207653,39.487802445,46.661687927,0.029585645,6.970000000
BFDB-0210,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN036,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.513000000,44.420000000,0.000000000,0.000000000,0.000000000,24.970365000,5.508850536,5.507672421,5.301491485,0.228040768,0.226102904,0.910000000
BFDB-0211,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN037,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.511000000,44.320000000,0.000000000,0.000000000,0.000000000,23.146150000,5.958707056,5.957770110,5.623257853,0.001966725,0.198594889,0.960000000
BFDB-0212,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN038,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.502000000,44.220000000,0.000000000,0.000000000,0.000000000,24.313520000,4.985068171,4.984304585,4.797564424,0.178108484,0.085911916,0.940000000
BFDB-0213,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN039,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.507000000,44.090000000,0.000000000,0.000000000,0.000000000,23.503630000,7.486908340,7.486254944,7.079251289,0.000000000,0.000000000,0.550000000
BFDB-0214,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN040,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,3.498000000,44.140000000,0.000000000,0.000000000,0.000000000,24.747420000,6.837483757,6.836372809,6.378929816,0.526274825,1.584733149,0.800000000
BFDB-0215,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN041,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,2.974000000,44.590000000,0.000000000,0.000000000,0.000000000,25.430570000,2.185067621,2.185058924,1.998983624,0.158884141,0.971501614,0.070000000
BFDB-0216,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN042,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,2.967000000,44.620000000,0.000000000,0.000000000,0.000000000,25.399620000,1.485805687,1.485801226,1.244684036,1.418354354,0.092034638,0.020000000
BFDB-0217,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN043,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,2.403000000,44.620000000,0.000000000,0.000000000,0.000000000,25.513110000,2.147887895,2.147884602,1.739137938,1.135963272,0.459751120,0.010000000
BFDB-0218,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN044,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,2.946000000,44.550000000,0.000000000,0.000000000,0.000000000,24.596170000,2.046424373,2.046416927,1.782549296,0.070734072,0.556012597,0.060000000
BFDB-0219,MOLiCEL 18650-P28A,SPR2021_ESTA_8B100-01_SOC_RUN045,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,2.800000000,3.600000000,10.080000000,2.963000000,44.750000000,0.000000000,0.000000000,0.000000000,25.061645000,2.114479983,2.114466548,1.850746508,39.756786263,8.316414545,0.050000000
BFDB-0220,MOLiCEL 18650-Test Cell,ESRF17_Sep_Oct_Run001,ESRF17_Oct,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,1112.800353293,40.164999962,44.611222856,142.056710000,46.256681614,43.709600177,38.068298790,54.995055075,0.437470348,10.238000000
BFDB-0221,MOLiCEL 18650-Test Cell (DW-Gold),DLS18_Feb_Run018,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,658.735407552,135.445199966,86.131106907,255.083350000,47.911175507,45.278578870,41.237253519,61.208738075,1.499351327,11.400000000
BFDB-0222,MOLiCEL 18650-Test Cell (DW-Gold),DLS18_Feb_Run019,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,907.532590408,128.214099884,116.331594083,336.581505000,42.732173097,41.121743360,36.946767685,57.257398444,1.527579936,11.500000000
BFDB-0223,MOLiCEL 18650-Test Cell (DW-Gold),DLS18_Feb_Run057,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,904.511642544,111.829199791,101.113908533,270.691605000,42.823857582,41.840824926,39.438024686,43.328819803,1.527960416,7.500000000
BFDB-0224,MOLiCEL 18650-Test Cell (DW-Silver),DLS18_Feb_Run020,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,907.481664828,115.402800083,104.755588789,271.430000000,45.581414993,43.126147706,40.855615596,44.002593527,1.700914734,7.200000000
BFDB-0225,MOLiCEL 18650-Test Cell (DW-Silver),DLS18_Feb_Run022,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,907.605876367,118.224299908,107.322696584,341.921060000,41.110101641,39.936330791,35.855484235,58.280437691,1.746699711,8.900000000
BFDB-0226,MOLiCEL 18650-Test Cell (DW-Silver),DLS18_Feb_Run021,DLS18_Feb,18650,Heater (ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,2.370000000,3.700000000,8.769000000,,48.000000000,828.561847066,105.717399597,88.421398947,247.197485000,42.219601892,40.994024502,37.197471324,51.677911697,1.712929088,11.800000000
BFDB-0227,Panasonic 18650-BE,DLS18_Feb_Run050,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.200000000,3.600000000,11.520000000,,48.000000000,904.731423060,106.339399815,96.288007448,312.250530000,62.356475864,60.830372447,59.333376056,0.938979745,74.854496051,3.910000000
BFDB-0228,Panasonic 18650-BE,DLS18_Feb_Run051,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.200000000,3.600000000,11.520000000,,47.000000000,906.046020669,129.345600128,117.320299145,299.682095000,58.405236661,51.945541363,50.695300535,3.117905591,70.374591855,16.300000000
BFDB-0229,Saft D-Cell-VES16,ESRF18_Oct_Run045,ESRF18_Oct,D-Cell,Heater (ISC),DCell-Brass,DCell-Brass,V9.0,4.500000000,3.600000000,16.200000000,4.075000000,111.292000000,918.348892254,112.291100000,103.201362354,243.509052500,78.645431493,75.286241950,66.232031610,67.793556115,0.556063495,25.027300000
BFDB-0230,Saft D-Cell-VES16,ESRF18_Oct_Run047,ESRF18_Oct,D-Cell,Heater (ISC),DCell-Brass,DCell-Brass,V9.0,4.500000000,3.600000000,16.200000000,4.079000000,111.002800000,911.080716203,113.966100000,103.836085613,122.668520000,79.364850533,75.652564723,68.065019094,59.295329843,0.621717706,27.437300000
BFDB-0231,Saft D-Cell-VES16,DLS19_Feb_Run072,DLS19_Feb,D-Cell,Heater (ISC),DCell-Aluminum,DCell-Brass,V9.1,4.500000000,3.600000000,16.200000000,4.047000000,112.500000000,953.161530066,180.081600000,156.829003051,233.017610000,82.152256699,77.143407652,64.722771225,73.831754062,1.722995516,30.800000000
BFDB-0232,Saft D-Cell-VES16,DLS19_Dec_Run009,DLS19_Dec,D-Cell,Heater (ISC),DCell-Aluminum,DCell-Brass,V10.0,4.500000000,3.600000000,16.200000000,4.081000000,112.500000000,964.013646581,70.024100000,67.248966137,135.520755000,78.048637382,74.654234462,65.757467142,64.299841255,0.395520477,32.700000000
BFDB-0233,Saft D-Cell-VES16,DLS19_Dec_Run011,DLS19_Dec,D-Cell,Heater (ISC),DCell-Brass,DCell-Brass,V10.0,4.500000000,3.600000000,16.200000000,4.082000000,112.300000000,934.789330722,153.861500000,143.630923319,299.432320000,71.417498903,67.618693544,57.540181787,72.195452574,1.280210708,30.790000000
BFDB-0234,Saft D-Cell-VES16,DLS19_Dec_Run013,DLS19_Dec,D-Cell,Heater (ISC),DCell-Aluminum,DCell-Brass,V10.0,4.500000000,3.600000000,16.200000000,4.079000000,111.892000000,965.386030546,86.291200000,83.089432783,160.448020000,75.399883164,75.046180150,67.390345735,1.585555908,50.185139593,7.192000000
BFDB-0235,Saft D-Cell-VES16,DLS19_Dec_Run015,DLS19_Dec,D-Cell,Heater (ISC),DCell-Brass,DCell-Brass,V10.0,4.500000000,3.600000000,16.200000000,4.073000000,112.384000000,970.840062629,132.689300000,128.589657371,236.340000000,69.770177362,66.757355360,55.950230491,68.802397534,1.090563552,27.184000000
BFDB-0236,Saft D-Cell-VES16,DLS19_Dec_Run017,DLS19_Dec,D-Cell,Heater (ISC),DCell-Aluminum,DCell-Brass,V10.0,4.500000000,3.600000000,16.200000000,4.093000000,112.227000000,971.643808041,140.322600000,136.133944801,249.887800000,73.632987878,69.774708166,60.158624716,70.729377523,1.288405532,28.527000000
BFDB-0237,Saft D-Cell-VES16,DLS19_Dec_Run019,DLS19_Dec,D-Cell,Heater (ISC),DCell-Brass,DCell-Brass,V10.0,4.500000000,3.600000000,16.200000000,4.090000000,112.134000000,935.779194069,145.642900000,136.029306675,259.549745000,74.473789298,70.974823200,60.536540569,70.516015697,1.203410462,29.034000000
