phase117_row_id,Cell-Description,Test-ID,Test-Series,Cell-Format,Trigger-Mechanism,Pressure-Assisted-Seal-Configuration-Positive,Pressure-Assisted-Seal-Configuration-Negative,S-FTRC-Generation,Cell-Capacity-Ah,Cell-Nominal-Voltage-V,Cell-Energy-Wh,Pre-Test-Cell-Open-Circuit-Voltage-V,Pre-Test-Cell-Mass-g,Heater-Power-W,Heater-Time-On-s,Energy-Applied-to-Trigger-kJ,Avg-Cell-Temp-At-Trigger-degC,Corrected-Total-Energy-Yield-kJ,Baseline-Plus-Heat-Loss-Total-Energy-Yield-kJ,Baseline-Total-Energy-Yield-kJ,Energy-Percent-Positive-Ejecta-%,Energy-Percent-Negative-Ejecta-%,Post-Test-Mass-Unrecovered-g
BFDB-0000,KULR 18650-K330,DLS19_Dec_Run036,DLS19_Dec,18650,Heater (ISC),18650-Aluminum,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.200000000,47.392700000,939.927396027,61.057600000,57.229817080,130.165620000,55.679662693,55.106214719,52.184733563,36.196369409,24.200666396,8.092700000
BFDB-0001,KULR 18650-K330,DLS19_Dec_Run037,DLS19_Dec,18650,Heater (ISC),18650-Aluminum,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.122000000,47.226400000,932.144671860,71.497400000,66.506963508,165.038710000,60.970046076,59.001219652,57.139170283,15.401099129,61.942403884,15.526400000
BFDB-0002,KULR 18650-K330,DLS19_Dec_Run038,DLS19_Dec,18650,Heater (ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.254000000,47.351800000,950.473240644,84.887300000,80.460988725,219.345550000,62.879184729,59.147359515,56.977465834,88.807672729,1.533549168,20.551800000
BFDB-0003,KULR 18650-K330,DLS19_Dec_Run039,DLS19_Dec,18650,Heater (ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.119000000,47.369000000,944.002552933,67.972200000,63.890959655,139.851815000,56.111607433,55.186553480,53.058256134,13.367933076,52.615633265,10.369000000
BFDB-0004,KULR 18650-K330,DLS19_Dec_Run041,DLS19_Dec,18650,Heater (ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.144000000,47.473800000,948.703966743,108.746400000,102.917014911,239.839760000,63.683843009,61.939964171,59.781344896,10.026071944,74.875143139,12.373800000
BFDB-0005,KULR 18650-K330,DLS19_Dec_Run085,DLS19_Dec,18650,Heater (ISC),18650-Aluminum,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.148000000,48.058400000,951.355589809,102.255700000,97.059224154,231.285635000,61.314239685,58.992584501,56.979652491,77.527631193,1.117753315,14.458400000
BFDB-0006,KULR 18650-K330,DLS19_Dec_Run086,DLS19_Dec,18650,Heater (ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.129000000,47.394000000,950.336508909,104.447200000,99.055564118,223.215160000,54.598820549,53.047247944,50.119100790,6.914579807,76.768485866,12.294000000
BFDB-0007,KULR 18650-K330,DLS19_Dec_Run087,DLS19_Dec,18650,Heater (ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.124000000,47.441500000,937.413080329,105.914400000,99.060442287,240.427190000,62.788194360,61.103540067,58.511261255,8.029644742,78.478677922,14.341500000
BFDB-0008,KULR 18650-K330,DLS19_Dec_Run088,DLS19_Dec,18650,Heater (ISC),18650-Aluminum,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.117000000,47.411600000,948.688250523,100.249200000,94.932748831,245.009025000,58.841852158,57.204393282,53.807256453,23.724352265,52.966993354,15.011600000
BFDB-0009,KULR 18650-K330,ESRF18_Oct_Run001,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,3.300000000,3.600000000,11.880000000,4.141000000,47.411400000,965.358318134,61.316000000,59.447108987,296.684220000,59.716875154,58.218167023,56.271120876,24.866122452,44.574037870,12.956200000
BFDB-0010,KULR 18650-K330,ESRF18_Oct_Run002,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,3.300000000,3.600000000,11.880000000,4.141000000,47.504500000,969.932800262,85.182500000,82.680904790,247.772810000,62.379122999,61.178665836,59.459562647,13.226336920,52.046581093,11.810500000
BFDB-0011,KULR 18650-K330,ESRF18_Oct_Run003,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,3.300000000,3.600000000,11.880000000,4.141000000,47.283600000,977.873849345,87.030200000,85.129405952,252.185540000,65.653920362,63.288471700,62.054368474,4.598358545,73.646885316,14.053000000
BFDB-0012,KULR 18650-K330,ESRF18_Oct_Run004,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,3.300000000,3.600000000,11.880000000,4.140000000,47.337300000,971.221204863,91.396200000,88.788092323,245.200370000,56.054195995,55.022728482,51.355224402,41.540177969,22.777491093,11.534300000
BFDB-0013,KULR 18650-K330,ESRF18_Oct_Run055,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,3.300000000,3.600000000,11.880000000,4.138000000,47.407800000,24.449982673,94.028500000,0.009363745,226.202040000,63.066317246,61.510806396,56.529139020,34.240172973,32.220265889,13.967800000
BFDB-0014,KULR 18650-K330,DLS19_Feb_Run098,DLS19_Feb,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.1,3.300000000,3.600000000,11.880000000,4.136000000,45.951000000,963.164628180,109.010400000,105.128502076,225.770410000,54.710730767,53.825289701,52.275211726,14.328911599,58.465850008,8.671000000
BFDB-0015,KULR 18650-K330,DLS19_Dec_Run031,DLS19_Dec,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.131000000,45.900000000,947.325285320,102.051000000,96.458628628,235.511085000,64.249733750,61.670786723,59.478059986,14.087651227,64.299053234,16.200000000
BFDB-0016,KULR 18650-K330,DLS19_Dec_Run032,DLS19_Dec,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.131000000,45.900500000,939.448568913,98.959100000,92.693998997,234.092405000,63.399003435,61.739206664,59.429078352,15.474929479,51.516092381,13.400500000
BFDB-0017,KULR 18650-K330,DLS19_Dec_Run033,DLS19_Dec,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.121000000,46.207900000,939.809262350,101.303100000,94.936328680,230.276850000,58.920667279,56.732709410,54.404333789,63.338456898,1.225225786,15.907900000
BFDB-0018,KULR 18650-K330,DLS19_Dec_Run034,DLS19_Dec,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.300000000,3.600000000,11.880000000,4.124000000,46.073500000,939.678066090,102.189800000,95.810496755,248.688330000,61.125787553,59.671076052,57.136515210,19.887753202,51.533634207,11.473500000
BFDB-0019,KULR 18650-K330,ESRF18_Oct_Run057,ESRF18_Oct,18650,Nail,18650-Brass,18650-Brass,V9.0,3.300000000,3.600000000,11.880000000,4.138000000,47.472100000,,,,,62.086862737,59.843460575,59.359218318,69.494238778,1.179635596,9.702100000
BFDB-0020,KULR 18650-K330,DLS19_Feb_Run051,DLS19_Feb,18650,Nail,18650-Brass,18650-Brass,V9.1,3.300000000,3.600000000,11.880000000,4.136000000,46.009200000,,,,,59.847586417,58.113944691,56.678011927,57.530691031,0.065122666,11.409200000
BFDB-0021,KULR 18650-K330,DLS19_Feb_Run053,DLS19_Feb,18650,Nail,18650-Brass,18650-Brass,V9.1,3.300000000,3.600000000,11.880000000,4.118000000,47.403300000,,,,,59.216348831,58.067119073,57.088453899,8.504218732,61.626041793,11.903300000
BFDB-0022,KULR 21700-K500,DLS19_Dec_Run010,DLS19_Dec,21700,Heater (ISC),21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.156000000,73.000000000,956.714172329,93.013700000,88.777499840,198.812970000,83.232880947,78.985851597,74.945939666,31.466150729,33.669861460,21.500000000
BFDB-0023,KULR 21700-K500,DLS19_Dec_Run012,DLS19_Dec,21700,Heater (ISC),21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.168000000,72.600000000,929.336044081,113.093700000,104.952352436,231.610230000,96.213501730,94.160639154,91.329406325,27.082404286,45.158896161,15.400000000
BFDB-0024,KULR 21700-K500,DLS19_Dec_Run014,DLS19_Dec,21700,Heater (ISC),21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.153000000,73.200000000,951.781495632,70.957800000,67.290653681,138.299910000,95.070241410,87.540660578,84.683043173,43.311752102,30.846509998,29.200000000
BFDB-0025,KULR 21700-K500,DLS19_Dec_Run016,DLS19_Dec,21700,Heater (ISC),21700-Aluminum,21700-Aluminum,V10.0,5.000000000,3.600000000,18.000000000,4.153000000,72.500000000,924.523213880,75.358500000,69.371998260,219.826517778,84.507319842,82.836737165,78.301838503,45.556264721,29.434908738,16.490000000
BFDB-0026,KULR 21700-K500,DLS19_Dec_Run018,DLS19_Dec,21700,Heater (ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.189000000,72.047500000,929.124124034,69.066700000,63.955955875,150.098285000,91.256846134,89.342137880,86.259751783,31.220713687,40.788769397,14.947500000
BFDB-0027,KULR 21700-K500,DLS19_Dec_Run020,DLS19_Dec,21700,Heater (ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.190000000,71.993000000,933.948540574,113.669300000,105.890490082,238.121940000,82.757171003,80.877347777,77.144187754,24.882518321,51.941526151,15.193000000
BFDB-0028,KULR 21700-K500,DLS19_Dec_Run081,DLS19_Dec,21700,Heater (ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.168000000,72.990300000,941.372647275,96.217000000,90.307797892,206.333715000,83.654036233,81.972970235,76.109773220,32.266703581,22.543016740,14.990300000
BFDB-0029,KULR 21700-K500,DLS19_Dec_Run082,DLS19_Dec,21700,Heater (ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.179000000,72.794400000,930.086035785,42.100500000,38.948976441,81.247090000,89.934706021,87.798223392,84.449780201,35.562248804,30.370881033,17.294400000
BFDB-0030,KULR 21700-K500,DLS19_Dec_Run083,DLS19_Dec,21700,Heater (ISC),21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.180000000,72.700000000,935.271972826,43.105600000,40.078296105,102.758580000,80.904810143,78.916151866,74.973232949,25.849384744,35.601628430,17.800000000
BFDB-0031,KULR 21700-K500,DLS19_Dec_Run084,DLS19_Dec,21700,Heater (ISC),21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.170000000,72.700000000,937.068640330,99.123100000,92.636338437,204.055175000,78.438419419,76.496707736,71.791324427,37.689068154,31.914816865,17.590000000
BFDB-0032,KULR 21700-K500,ESRF18_Oct_Run037,ESRF18_Oct,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.0,5.000000000,3.600000000,18.000000000,4.153000000,70.439300000,956.036928994,106.469500000,101.921985633,233.432950000,77.576886318,76.282689645,70.583443364,43.098437596,12.866370046,15.443300000
BFDB-0033,KULR 21700-K500,ESRF18_Oct_Run039,ESRF18_Oct,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V9.0,5.000000000,3.600000000,18.000000000,4.152000000,70.489200000,505.118382333,413.121400000,88.300527900,195.013585000,85.550374028,83.984205223,79.138261348,44.443432645,20.809940944,14.216200000
BFDB-0034,KULR 21700-K500,ESRF18_Oct_Run040,ESRF18_Oct,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V9.0,5.000000000,3.600000000,18.000000000,4.150000000,70.505700000,955.822060777,103.920300000,99.375865297,257.026300000,79.788540018,78.425396831,71.769911434,52.291974601,10.358985783,14.269400000
BFDB-0035,KULR 21700-K500,DLS19_Feb_Run093,DLS19_Feb,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V9.1,5.000000000,3.600000000,18.000000000,4.153000000,72.938100000,971.170165834,99.060100000,96.347674448,188.181110000,84.006753177,81.011929733,78.675261045,24.717123602,47.000321944,19.498100000
BFDB-0036,KULR 21700-K500,DLS19_Dec_Run024,DLS19_Dec,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.123000000,72.570200000,932.259703000,118.590200000,110.425801591,271.478045000,86.307613140,83.521373183,79.663230329,22.961729353,51.007948133,22.070200000
BFDB-0037,KULR 21700-K500,DLS19_Dec_Run026,DLS19_Dec,21700,Heater (Non-ISC),21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.085000000,72.747000000,941.213770752,116.244700000,109.149199406,242.288720000,81.195740158,78.525966578,74.759198830,20.528356940,49.164506177,22.047000000
BFDB-0038,KULR 21700-K500,DLS19_Dec_Run028,DLS19_Dec,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.096000000,72.719000000,940.410472295,113.906000000,106.873098478,244.020705000,70.849948971,69.206991052,64.520633193,23.216036774,38.000544053,16.119000000
BFDB-0039,KULR 21700-K500,DLS19_Dec_Run030,DLS19_Dec,21700,Heater (Non-ISC),21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.156000000,72.808600000,940.278717323,98.140200000,92.165004129,203.646810000,84.650300420,81.674738868,78.426149205,45.335192646,25.309571754,20.508600000
BFDB-0040,KULR 21700-K500,ESRF18_Oct_Run058,ESRF18_Oct,21700,Nail,21700-Brass,21700-Brass,V9.0,5.000000000,3.600000000,18.000000000,4.134000000,70.440900000,,,,,97.338137579,94.348343992,92.285952190,38.726951548,36.382092454,16.630900000
BFDB-0041,KULR 21700-K500,ESRF18_Oct_Run070,ESRF18_Oct,21700,Nail,21700-Aluminum,21700-Brass,V9.0,5.000000000,3.600000000,18.000000000,4.137000000,70.621000000,,,,,98.968591663,94.403427957,92.581954348,37.823127983,36.739664772,23.981000000
BFDB-0042,KULR 21700-K500,DLS19_Feb_Run049,DLS19_Feb,21700,Nail,21700-Brass,21700-Brass,V9.1,5.000000000,3.600000000,18.000000000,4.112000000,70.556200000,,,,,88.731824181,86.185904671,83.046289107,52.935808721,9.826085798,20.556200000
BFDB-0043,KULR 21700-K500,DLS19_Feb_Run054,DLS19_Feb,21700,Nail,21700-Brass,21700-Brass,V9.1,5.000000000,3.600000000,18.000000000,4.138000000,70.617000000,,,,,96.079442528,92.743214094,89.650757586,32.395542228,37.817460767,20.117000000
BFDB-0044,KULR 21700-K500,DLS19_Feb_Run055,DLS19_Feb,21700,Nail,21700-Brass,21700-Brass,V9.1,5.000000000,3.600000000,18.000000000,4.157000000,72.961900000,,,,,94.033771255,85.843592952,83.946279346,78.196242497,0.001415981,25.361900000
BFDB-0045,KULR 21700-K500,DLS19_Dec_Run046,DLS19_Dec,21700,Nail,21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.107000000,72.896000000,,,,,91.381881349,88.210617935,85.041394836,8.150530222,62.220886675,22.396000000
BFDB-0046,KULR 21700-K500,DLS19_Dec_Run048,DLS19_Dec,21700,Nail,21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.023000000,72.960300000,,,,,84.163823391,81.887304589,78.261239906,60.209168083,0.306398541,25.160300000
BFDB-0047,KULR 21700-K500,DLS19_Dec_Run050,DLS19_Dec,21700,Nail,21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.150000000,72.600000000,,,,,97.338929978,93.569125548,89.910549901,18.228906903,51.346012048,20.100000000
BFDB-0048,KULR 21700-K500,DLS19_Dec_Run052,DLS19_Dec,21700,Nail,21700-Brass,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.170000000,72.510000000,,,,,99.208470933,96.115708426,92.457153497,8.637437810,64.920500743,23.810000000
BFDB-0049,KULR 21700-K500,DLS19_Dec_Run054,DLS19_Dec,21700,Nail,21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.175000000,72.900000000,,,,,98.519019321,94.498838882,91.360259733,31.061593886,37.833459295,25.300000000
BFDB-0050,KULR 21700-K500,DLS19_Dec_Run056,DLS19_Dec,21700,Nail,21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.146000000,72.700000000,,,,,98.874726747,95.680288897,92.627487504,42.800947369,23.608583675,20.900000000
BFDB-0051,KULR 21700-K500,DLS19_Dec_Run058,DLS19_Dec,21700,Nail,21700-Aluminum,21700-Brass,V10.0,5.000000000,3.600000000,18.000000000,4.015300000,72.809000000,,,,,105.869867293,97.396325853,93.672025825,58.072940176,9.473803638,22.509000000
BFDB-0052,LG 18650-HG2,ESRF18_Oct_Run103,ESRF18_Oct,21700,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,3.000000000,3.600000000,10.800000000,4.145000000,45.350000000,969.921338888,110.143500000,106.912712521,322.922645000,59.671277709,59.195473264,56.560054894,10.253496733,84.795573184,2.992300000
BFDB-0053,LG 18650-HG2,ESRF18_Oct_Run105,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,3.000000000,3.600000000,10.800000000,4.155000000,45.535000000,962.830763144,96.492900000,92.922409764,215.731790000,74.170453354,72.177283448,62.506694117,74.338794422,1.374877224,8.955000000
BFDB-0054,LG 18650-HG2,ESRF18_Oct_Run106,ESRF18_Oct,18650,Heater (Non-ISC),18650-Aluminum,18650-Brass,V9.0,3.000000000,3.600000000,10.800000000,4.153000000,45.490200000,954.460455631,109.656600000,105.136513546,324.991945000,59.491883491,55.364700554,53.819369850,89.647008376,1.448807426,17.290200000
BFDB-0055,LG 18650-HG2,ESRF18_Oct_Run104,ESRF18_Oct,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V9.0,3.000000000,3.600000000,10.800000000,4.155000000,45.552200000,911.023475245,100.616700000,100.280437429,240.738240000,63.340543012,61.712677960,59.822503865,34.245586313,49.938896046,10.692200000
BFDB-0056,LG 18650-M36,DLS18_Feb_Run012,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,907.743751701,95.677299976,86.960802221,266.084140000,71.881309265,68.393229476,66.904113041,83.699284571,0.649629935,10.700000000
BFDB-0057,LG 18650-M36,DLS18_Feb_Run013,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,906.192724031,72.588699818,65.900577408,237.991510000,75.860016879,69.379109665,68.705482873,83.136799735,0.645058996,10.900000000
BFDB-0058,LG 18650-M36,DLS18_Feb_Run014,DLS18_Feb,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.440000000,3.630000000,12.487200000,,47.500000000,907.636171902,91.845099926,83.466183837,284.144360000,75.600128240,63.098563316,62.298052816,84.551076281,0.749284665,15.800000000
BFDB-0059,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN072,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,4.140000000,47.720000000,958.856959838,98.556700000,93.925587793,257.134255000,58.552882491,58.017819649,56.372611598,19.652742902,46.534223357,7.540000000
BFDB-0060,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN073,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,4.160000000,47.850000000,948.943226139,91.651600000,86.821724210,216.980105000,60.563758454,59.507309072,57.697948420,42.714495549,24.578291438,10.130000000
BFDB-0061,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN074,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,4.140000000,47.960000000,959.586613322,91.845500000,88.133712294,241.087620000,57.758734391,56.065532888,56.061466568,76.560553107,2.906129794,11.270000000
BFDB-0062,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN075,SPR2021_ESTA_8B100-01_SOC,18650,Heater (Non-ISC),18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,4.140000000,47.810000000,949.059769786,93.298300000,88.393971953,217.544380000,54.082178436,52.459834134,50.628344984,87.056133839,1.505615362,10.920000000
BFDB-0063,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN126,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,4.159200000,47.860000000,,,,,69.695864896,69.074066781,67.955261686,41.267522123,10.864588824,8.540000000
BFDB-0064,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN127,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,4.167300000,47.920000000,,,,,74.074202928,71.703558568,70.688476136,67.924983368,0.944466007,12.510000000
BFDB-0065,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN131,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.795300000,47.860000000,,,,,55.870149971,55.067470760,53.505459550,53.826747136,0.266914754,8.200000000
BFDB-0066,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN132,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.784400000,47.930000000,,,,,49.659077877,49.077081479,47.910803679,49.497090437,0.245776010,7.340000000
BFDB-0067,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN133,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.791800000,47.780000000,,,,,53.675557813,52.863989795,51.692096430,55.444877627,0.115959300,7.000000000
BFDB-0068,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN134,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.794600000,47.730000000,,,,,54.400551253,53.844951385,52.601625204,43.230642379,0.071907042,7.480000000
BFDB-0069,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN135,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,5.945000000,47.740000000,,,,,15.513727903,15.513223272,13.721007286,0.803337239,1.240133036,0.180000000
BFDB-0070,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN136,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.630300000,47.850000000,,,,,43.461132955,43.224809139,40.963026527,36.689299048,0.260125141,5.900000000
BFDB-0071,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN137,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.623600000,47.810000000,,,,,33.017684770,32.632269949,38.177729701,64.847429670,7.983886198,4.930000000
BFDB-0072,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN138,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.630200000,47.880000000,,,,,35.125425196,34.930776205,41.308843584,100.000000000,0.000000000,6.140000000
BFDB-0073,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN139,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.412900000,47.800000000,,,,,5.135706490,5.135613900,5.267126976,100.000000000,0.000000000,0.100000000
BFDB-0074,LG 18650-M36,SPR2021_ESTA_8B100-01_SOC_RUN141,SPR2021_ESTA_8B100-01_SOC,18650,Nail,18650-Brass,18650-Brass,V10.0,3.440000000,3.630000000,12.487200000,3.454500000,47.890000000,,,,,6.393526800,6.393237870,6.999858161,19.093075947,17.726948197,0.190000000
BFDB-0075,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run001,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,990.008151341,84.898900032,84.059915448,256.224745000,87.479749480,79.277905563,78.769972257,74.250321941,11.415761415,16.800000000
BFDB-0076,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run002,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,772.115342387,106.758199692,82.555369947,252.975375000,69.408989477,66.711759350,66.228345855,52.402168147,25.240777589,11.200000000
BFDB-0077,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run004,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,904.945700053,93.705399990,84.708066131,246.405305000,90.847677732,75.754680100,74.795727528,87.459761866,0.584558501,17.400000000
BFDB-0078,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run005,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,898.917753256,94.616400242,85.079394710,255.214015000,90.470811672,81.618282979,80.324233391,86.656229744,0.565094410,12.800000000
BFDB-0079,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run007,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,893.039974872,92.682300091,82.796145744,259.665740000,96.824936043,86.780127515,85.661506353,88.116959091,0.625926904,14.800000000
BFDB-0080,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run008,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,923.482020847,95.580399990,89.176126479,254.506235000,95.777729316,85.068624512,84.073840688,91.781823766,0.553659514,11.900000000
BFDB-0081,LG 18650-MJ1 ,ESTA17_Oct_O-F_Run010,ESTA17_Oct_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,943.875041167,92.136199951,86.979664251,281.976300000,92.440431464,85.660008558,84.693284721,88.102387840,0.534441497,12.780000000
BFDB-0082,LG 18650-MJ1 ,ESTA17_Nov_O-F_Run011,ESTA17_Nov_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,942.328128739,95.096500397,89.729086380,294.543620000,81.194660220,72.651901433,71.984646506,88.373202149,0.815913652,14.700000000
BFDB-0083,LG 18650-MJ1 ,ESTA17_Nov_O-F_Run012,ESTA17_Nov_O-F,18650,Heater (Non-ISC),18650-Aluminum,18650-Aluminum,V7.0|8.0,3.500000000,3.628571429,12.700000000,,47.000000000,941.056267069,91.088200092,85.809039898,278.198560000,86.746323015,82.279077956,81.602098146,51.883696838,16.561819071,14.400000000
