target,profile,model,model_label,alpha,l1_ratio,feature_count,train_rmse,val_rmse,test_rmse,phase156_guard_profile,phase156_guard_method,phase156_guard_val_rmse,phase156_guard_test_rmse,val_gain_vs_phase156,relative_val_gain_vs_phase156,test_gain_vs_phase156,test_reversal_ratio_vs_phase156,clears_phase156_validation_guard,clears_phase156_test_guard,selected_low_capacity
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=1,1,,16,21.8172115912,22.8776613631,27.8213386705,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4712645577,-0.844021412661,-13.09169984,1.88879978597,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=10,10,,16,21.8172953658,22.8805122517,27.8214830415,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4741154463,-0.844251204484,-13.091844211,1.88880958737,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,ridge,ridge;alpha=100,100,,16,21.8206851176,22.9058904311,27.8255712758,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4994936257,-0.846296776604,-13.0959324452,1.88908713893,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.0001,0.0001,,16,21.817210672,22.8773745925,27.8213791093,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.470977787,-0.843998297917,-13.0917402788,1.88880253138,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.001,0.001,,16,21.8172163285,22.8777183564,27.821148925,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.471321551,-0.844026006522,-13.0915100945,1.88878690409,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.01,0.01,,16,21.8177780926,22.8818487818,27.8197175092,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4754519763,-0.844358933593,-13.0900786787,1.8886897248,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=0.1,0.1,,16,21.8229110568,22.8895377613,27.7928863189,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4831409559,-0.844978692876,-13.0632474884,1.88686814651,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,lasso,lasso;alpha=1,1,,16,22.0266878092,23.0944879679,27.6857133003,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.6880911625,-0.861498413289,-12.9560744698,1.87959213521,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,16,21.8172922785,22.8803697013,27.8214170696,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4739728959,-0.844239714416,-13.0917782391,1.88880510851,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,16,21.8172543094,22.8793732774,27.8212711014,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.472976472,-0.844159399079,-13.0916322709,1.88879519868,false,false,false
